utm_source,specialty,semestr_cost_amt,score,util_flg,approve_flg,initial_term,short_nm,initial_approved_amt,reject_reason,gender_cd,semestr_cnt,marketing_flag,education_level_code,age,subside_rate
0.6624693312227938,0.6424617067833699,320000,0.73,1,1,1,0.6316076294277929,768000.0,0.6229445214979196,0.6533140120967742,4,0,0.6934342379958246,24,3.7
0.642892561983471,0.6410555946516538,450000,0.57,1,1,1,0.6514349376114081,1080000.0,0.6229445214979196,0.6533140120967742,4,0,0.6290040222179659,19,3.6
0.6283076499724821,0.6410555946516538,300000,0.49,1,1,1,0.6185750636132316,600000.0,0.6229445214979196,0.6533140120967742,2,0,0.6290040222179659,15,4.7
0.6283076499724821,0.6486604361370716,315000,0.58,1,1,0,0.6514349376114081,315000.0,0.6229445214979196,0.6316941117764471,2,1,0.6934342379958246,22,3.6
0.6283076499724821,0.6486604361370716,215000,0.65,1,1,0,0.6185750636132316,215000.0,0.6229445214979196,0.6316941117764471,2,0,0.6934342379958246,20,4.0
0.642892561983471,0.6410555946516538,260000,0.63,0,1,4,0.6434829059829059,2080000.0,0.6229445214979196,0.6316941117764471,8,0,0.6096901072705603,18,3.4
0.642892561983471,0.6424410774410774,450000,0.65,0,1,2,0.6316076294277929,2160000.0,0.6229445214979196,0.6316941117764471,8,1,0.6290040222179659,19,4.0
0.6624693312227938,0.6410555946516538,400000,0.73,0,1,2,0.6514349376114081,1200000.0,0.6229445214979196,0.6533140120967742,4,1,0.6934342379958246,20,3.4
0.6283076499724821,0.6369180327868852,310000,0.67,1,1,3,0.6648657718120805,1860000.0,0.6229445214979196,0.6316941117764471,6,0,0.6290040222179659,19,4.0
0.6283076499724821,0.6423543689320388,345000,0.64,1,1,4,0.6648657718120805,2484000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,16,3.3
0.6624693312227938,0.6424410774410774,300000,0.58,1,1,4,0.6648657718120805,2400000.0,0.6229445214979196,0.6533140120967742,8,0,0.6290040222179659,15,4.0
0.6283076499724821,0.6410555946516538,295000,0.64,0,1,2,0.6480110497237569,1327500.0,0.6229445214979196,0.6316941117764471,6,1,0.6290040222179659,19,3.8
0.6624693312227938,0.6486604361370716,175000,0.66,0,1,3,0.6434829059829059,1050000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,19,3.1
0.6283076499724821,0.6486604361370716,265000,0.71,1,1,1,0.6514349376114081,636000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,23,4.0
0.6624693312227938,0.6483412322274882,310000,0.67,0,1,4,0.6514349376114081,2480000.0,0.6229445214979196,0.6316941117764471,8,1,0.6290040222179659,19,3.1
0.6283076499724821,0.6369180327868852,310000,0.64,0,1,2,0.6316076294277929,1240000.0,0.6229445214979196,0.6533140120967742,8,1,0.6290040222179659,16,5.0
0.6283076499724821,0.6486604361370716,155000,0.68,0,1,1,0.6529647058823529,310000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,20,3.5
0.6283076499724821,0.6424617067833699,320000,0.56,1,1,2,0.6316076294277929,1024000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,21,4.0
0.642892561983471,0.6410555946516538,450000,0.82,0,0,2,0.6316076294277929,0.0,0.8290960451977402,0.6316941117764471,8,0,0.6096901072705603,17,4.0
0.6624693312227938,0.6369180327868852,150000,0.66,1,1,3,0.6527027027027027,960000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,16,3.0
0.642892561983471,0.6424617067833699,280000,0.61,1,1,1,0.6443196544276458,560000.0,0.6229445214979196,0.6533140120967742,4,0,0.6934342379958246,21,4.0
0.6624693312227938,0.644056603773585,200000,0.69,1,1,5,0.6529647058823529,2000000.0,0.6229445214979196,0.6533140120967742,10,0,0.6096901072705603,18,3.4
0.642892561983471,0.6410555946516538,300000,0.55,1,1,2,0.6043130990415335,900000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,23,3.6
0.642892561983471,0.6424410774410774,300000,0.58,1,1,1,0.6185750636132316,600000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,24,4.0
0.642892561983471,0.6486604361370716,315000,0.64,0,1,2,0.6316076294277929,1417500.0,0.6229445214979196,0.6533140120967742,6,0,0.6290040222179659,15,4.8
0.642892561983471,0.6410555946516538,350000,0.66,1,1,3,0.6648657718120805,1890000.0,0.6229445214979196,0.6316941117764471,6,0,0.6290040222179659,16,3.8
0.6283076499724821,0.6410555946516538,400000,0.52,0,1,2,0.6648657718120805,1200000.0,0.6229445214979196,0.6316941117764471,6,0,0.6290040222179659,16,3.3
0.642892561983471,0.6423543689320388,245000,0.53,1,1,4,0.6514349376114081,1960000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,16,4.7
0.6624693312227938,0.644056603773585,250000,0.6,1,1,1,0.6529647058823529,375000.0,0.6229445214979196,0.6533140120967742,2,1,0.6290040222179659,17,4.9
0.642892561983471,0.6486604361370716,115000,0.8,0,0,1,0.6043130990415335,0.0,0.8219895287958116,0.6316941117764471,2,0,0.6290040222179659,17,3.2
0.6283076499724821,0.6424410774410774,310000,0.53,0,1,2,0.6434829059829059,1240000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,19,4.0
0.6624693312227938,0.6486604361370716,165000,0.51,1,1,4,0.6185750636132316,1188000.0,0.6229445214979196,0.6316941117764471,12,0,0.6096901072705603,17,4.0
0.6283076499724821,0.6424617067833699,270000,0.53,1,1,2,0.6514349376114081,1080000.0,0.6229445214979196,0.6533140120967742,4,0,0.6290040222179659,15,4.0
0.6624693312227938,0.6486604361370716,315000,0.9,0,0,1,0.6316076294277929,0.0,0.8263959390862945,0.6533140120967742,4,0,0.6934342379958246,23,3.4
0.6624693312227938,0.6410555946516538,190000,0.57,0,1,2,0.6527027027027027,570000.0,0.6229445214979196,0.6533140120967742,4,0,0.6096901072705603,18,3.1
0.6283076499724821,0.6486604361370716,205000,0.83,0,0,2,0.6529647058823529,0.0,0.826865671641791,0.6316941117764471,6,1,0.6290040222179659,16,4.1
0.6624693312227938,0.6424410774410774,310000,0.88,0,0,2,0.6434829059829059,0.0,0.8290960451977402,0.6316941117764471,4,1,0.6934342379958246,22,3.1
0.6283076499724821,0.6424410774410774,350000,0.66,1,1,3,0.6648657718120805,2100000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,19,3.5
0.642892561983471,0.6486604361370716,315000,0.64,1,1,3,0.6514349376114081,2016000.0,0.6229445214979196,0.6316941117764471,8,0,0.6096901072705603,18,3.1
0.6624693312227938,0.6450812407680946,180000,0.57,1,1,1,0.6529647058823529,360000.0,0.6229445214979196,0.6316941117764471,4,0,0.6290040222179659,18,3.9
0.6624693312227938,0.6326754385964912,275000,0.82,0,0,2,0.6648657718120805,0.0,0.8263959390862945,0.6316941117764471,4,0,0.6934342379958246,22,3.6
0.6624693312227938,0.6450812407680946,210000,0.56,0,1,0,0.661505376344086,210000.0,0.6229445214979196,0.6316941117764471,2,0,0.6290040222179659,16,3.4
0.6283076499724821,0.6424617067833699,230000,0.49,1,1,4,0.6443196544276458,1656000.0,0.6229445214979196,0.6316941117764471,8,1,0.6290040222179659,15,4.3
0.6283076499724821,0.6424410774410774,260000,0.53,1,1,2,0.6443196544276458,1248000.0,0.6229445214979196,0.6533140120967742,6,0,0.6096901072705603,18,4.2
0.6624693312227938,0.6410555946516538,500000,0.68,1,1,2,0.6316076294277929,1800000.0,0.6229445214979196,0.6533140120967742,6,1,0.6290040222179659,17,4.0
0.642892561983471,0.6424617067833699,130000,0.54,1,1,1,0.6165676567656766,312000.0,0.6229445214979196,0.6533140120967742,4,1,0.6290040222179659,19,4.0
0.6624693312227938,0.6410555946516538,290000,0.68,0,1,1,0.6527027027027027,580000.0,0.6229445214979196,0.6316941117764471,2,0,0.6290040222179659,18,4.0
0.6283076499724821,0.6486604361370716,265000,0.63,1,1,1,0.6514349376114081,530000.0,0.6229445214979196,0.6316941117764471,4,1,0.6934342379958246,23,4.9
0.6283076499724821,0.6410555946516538,260000,0.68,0,1,1,0.6443196544276458,520000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,20,4.0
0.642892561983471,0.644056603773585,250000,0.53,1,1,2,0.6295285359801489,1000000.0,0.6229445214979196,0.6533140120967742,8,1,0.6290040222179659,16,4.4
0.6283076499724821,0.6486604361370716,275000,0.63,1,1,2,0.6443196544276458,1320000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,16,4.5
0.6624693312227938,0.6424410774410774,400000,0.69,1,1,2,0.6514349376114081,1600000.0,0.6229445214979196,0.6533140120967742,8,0,0.6290040222179659,17,3.5
0.6624693312227938,0.6410555946516538,260000,0.62,1,1,1,0.6443196544276458,624000.0,0.6229445214979196,0.6533140120967742,4,1,0.6934342379958246,20,4.0
0.6624693312227938,0.6410555946516538,400000,0.69,1,1,2,0.6648657718120805,1600000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,18,4.0
0.642892561983471,0.6424410774410774,210000,0.66,1,1,4,0.6434829059829059,1680000.0,0.6229445214979196,0.6533140120967742,8,0,0.6290040222179659,17,3.5
0.642892561983471,0.6450812407680946,340000,0.65,1,1,3,0.6648657718120805,2040000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,16,3.0
0.6624693312227938,0.6450812407680946,190000,0.65,0,1,2,0.6185750636132316,760000.0,0.6229445214979196,0.6533140120967742,8,0,0.6096901072705603,16,4.0
0.642892561983471,0.6424410774410774,350000,0.69,1,1,2,0.6514349376114081,1400000.0,0.6229445214979196,0.6316941117764471,4,1,0.6934342379958246,22,3.2
0.6283076499724821,0.6424410774410774,350000,0.68,1,1,2,0.6316076294277929,1050000.0,0.6229445214979196,0.6533140120967742,4,1,0.6934342379958246,20,3.7
0.6283076499724821,0.6486604361370716,135000,0.63,1,1,1,0.661505376344086,324000.0,0.6229445214979196,0.6533140120967742,4,1,0.6934342379958246,23,4.0
0.6624693312227938,0.6423543689320388,245000,0.62,1,1,2,0.6648657718120805,784000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,24,3.2
0.6624693312227938,0.644056603773585,360000,0.76,1,1,2,0.6648657718120805,1080000.0,0.6229445214979196,0.6533140120967742,4,0,0.6934342379958246,22,4.0
0.6283076499724821,0.644056603773585,270000,0.64,1,1,1,0.6443196544276458,648000.0,0.6229445214979196,0.6533140120967742,4,1,0.6290040222179659,17,3.0
0.6624693312227938,0.6424410774410774,400000,0.54,1,1,3,0.6316076294277929,2400000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,19,3.3
0.6624693312227938,0.6450812407680946,160000,0.7,1,1,2,0.661505376344086,720000.0,0.6229445214979196,0.6533140120967742,6,0,0.6096901072705603,18,4.0
0.6283076499724821,0.6410555946516538,400000,0.53,0,1,2,0.6514349376114081,1200000.0,0.6229445214979196,0.6533140120967742,4,1,0.6290040222179659,17,3.0
0.6283076499724821,0.644056603773585,210000,0.45,0,1,3,0.6043130990415335,1260000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,16,3.9
0.6624693312227938,0.644056603773585,210000,0.5,0,1,3,0.6185750636132316,1344000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,15,3.7
0.642892561983471,0.644056603773585,360000,0.49,1,1,2,0.6316076294277929,1620000.0,0.6229445214979196,0.6316941117764471,6,0,0.6096901072705603,16,4.3
0.6624693312227938,0.6450812407680946,300000,0.71,0,1,2,0.6434829059829059,1200000.0,0.6229445214979196,0.6316941117764471,4,1,0.6934342379958246,20,4.0
0.642892561983471,0.6424410774410774,350000,0.64,1,1,4,0.6316076294277929,2520000.0,0.6229445214979196,0.6533140120967742,8,1,0.6096901072705603,17,4.0
0.6624693312227938,0.6486604361370716,105000,0.68,1,1,1,0.6527027027027027,210000.0,0.6229445214979196,0.6316941117764471,2,0,0.6290040222179659,19,3.4
0.6283076499724821,0.6326754385964912,175000,0.65,1,1,2,0.6043130990415335,525000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,20,4.2
0.6283076499724821,0.6410555946516538,250000,0.66,1,1,2,0.6185750636132316,750000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,21,4.0
0.6283076499724821,0.6424410774410774,350000,0.63,0,1,3,0.6316076294277929,2100000.0,0.6229445214979196,0.6533140120967742,8,0,0.6290040222179659,16,3.7
0.6624693312227938,0.6486604361370716,365000,0.7,1,1,3,0.6316076294277929,2190000.0,0.6229445214979196,0.6533140120967742,6,0,0.6290040222179659,19,4.6
0.6283076499724821,0.6424617067833699,210000,0.65,1,1,3,0.6295285359801489,1260000.0,0.6229445214979196,0.6533140120967742,8,1,0.6290040222179659,19,3.6
0.6283076499724821,0.6424410774410774,350000,0.89,0,0,1,0.6648657718120805,0.0,0.8263959390862945,0.6533140120967742,4,0,0.6934342379958246,20,4.0
0.642892561983471,0.6424617067833699,115000,0.53,1,1,0,0.6480110497237569,115000.0,0.6229445214979196,0.6533140120967742,2,1,0.6290040222179659,16,3.3
0.642892561983471,0.6424617067833699,170000,0.64,1,1,2,0.6043130990415335,510000.0,0.6229445214979196,0.6533140120967742,6,0,0.6290040222179659,17,4.5
0.6283076499724821,0.6410555946516538,400000,0.65,1,1,4,0.6514349376114081,3000000.0,0.6229445214979196,0.6533140120967742,10,1,0.6096901072705603,17,4.0
0.642892561983471,0.6486604361370716,265000,0.6,1,1,1,0.6514349376114081,636000.0,0.6229445214979196,0.6316941117764471,4,1,0.6934342379958246,23,3.7
0.642892561983471,0.6326754385964912,120000,0.53,0,1,1,0.6480110497237569,180000.0,0.6229445214979196,0.6533140120967742,2,1,0.6290040222179659,17,3.0
0.642892561983471,0.6483412322274882,260000,0.53,1,1,1,0.6514349376114081,520000.0,0.6229445214979196,0.6316941117764471,2,1,0.6290040222179659,16,4.0
0.6624693312227938,0.6486604361370716,185000,0.69,1,1,1,0.661505376344086,222000.0,0.6229445214979196,0.6316941117764471,2,0,0.6290040222179659,19,3.3
0.642892561983471,0.644056603773585,310000,0.68,0,1,2,0.6648657718120805,930000.0,0.6229445214979196,0.6533140120967742,6,0,0.6290040222179659,16,4.0
0.642892561983471,0.6450812407680946,390000,0.51,1,1,0,0.6316076294277929,390000.0,0.6229445214979196,0.6533140120967742,2,1,0.6290040222179659,15,3.6
0.642892561983471,0.6326754385964912,275000,0.54,1,1,3,0.6648657718120805,1650000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,17,3.6
0.642892561983471,0.6326754385964912,220000,0.7,1,1,1,0.6480110497237569,440000.0,0.6229445214979196,0.6533140120967742,4,0,0.6934342379958246,21,3.6
0.6624693312227938,0.6424410774410774,300000,0.69,1,1,2,0.6514349376114081,900000.0,0.6229445214979196,0.6533140120967742,4,0,0.6096901072705603,18,3.9
0.6624693312227938,0.6410555946516538,200000,0.63,0,1,2,0.6043130990415335,800000.0,0.6229445214979196,0.6533140120967742,8,0,0.6096901072705603,16,3.6
0.6624693312227938,0.6450812407680946,340000,0.52,1,1,2,0.6316076294277929,1224000.0,0.6229445214979196,0.6316941117764471,4,1,0.6290040222179659,15,3.9
0.6624693312227938,0.6424410774410774,240000,0.7,1,1,2,0.6295285359801489,864000.0,0.6229445214979196,0.6533140120967742,6,0,0.6290040222179659,19,4.5
0.6624693312227938,0.6450812407680946,240000,0.74,0,0,3,0.6185750636132316,0.0,0.8290960451977402,0.6316941117764471,8,0,0.6290040222179659,18,3.2
0.6283076499724821,0.6450812407680946,290000,0.66,1,1,2,0.6185750636132316,870000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,21,4.0
0.6283076499724821,0.6410555946516538,400000,0.6,0,1,1,0.6648657718120805,600000.0,0.6229445214979196,0.6316941117764471,2,0,0.6934342379958246,23,3.8
0.6283076499724821,0.6424410774410774,140000,0.7,0,1,2,0.6527027027027027,420000.0,0.6229445214979196,0.6533140120967742,4,0,0.6934342379958246,20,3.8
0.6283076499724821,0.6326754385964912,325000,0.57,1,1,2,0.6648657718120805,975000.0,0.6229445214979196,0.6533140120967742,6,0,0.6290040222179659,18,4.3
0.6624693312227938,0.6410555946516538,260000,0.69,1,1,2,0.6443196544276458,1040000.0,0.6229445214979196,0.6533140120967742,4,1,0.6290040222179659,18,3.6
0.642892561983471,0.6450812407680946,390000,0.75,1,1,2,0.6316076294277929,1404000.0,0.6229445214979196,0.6533140120967742,4,1,0.6934342379958246,24,4.9
0.6283076499724821,0.6486604361370716,160000,0.69,1,1,1,0.6480110497237569,320000.0,0.6229445214979196,0.6316941117764471,4,1,0.6934342379958246,24,3.5
0.642892561983471,0.6486604361370716,365000,0.57,1,1,1,0.6648657718120805,438000.0,0.6229445214979196,0.6533140120967742,2,0,0.6290040222179659,18,3.6
0.6624693312227938,0.6369180327868852,210000,0.55,1,1,2,0.6185750636132316,630000.0,0.6229445214979196,0.6533140120967742,6,0,0.6290040222179659,19,3.4
0.6283076499724821,0.6424617067833699,130000,0.62,1,1,5,0.6165676567656766,1248000.0,0.6229445214979196,0.6533140120967742,12,0,0.6096901072705603,17,4.3
0.6624693312227938,0.6369180327868852,200000,0.73,1,1,2,0.6529647058823529,800000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,24,3.7
0.6624693312227938,0.644056603773585,150000,0.58,1,1,1,0.6527027027027027,225000.0,0.6229445214979196,0.6533140120967742,2,0,0.6290040222179659,18,3.2
0.642892561983471,0.6326754385964912,170000,0.67,1,1,2,0.6480110497237569,680000.0,0.6229445214979196,0.6533140120967742,8,0,0.6290040222179659,17,4.0
0.6283076499724821,0.6424410774410774,160000,0.59,1,1,2,0.6165676567656766,480000.0,0.6229445214979196,0.6533140120967742,4,1,0.6934342379958246,21,4.9
0.6283076499724821,0.6410555946516538,240000,0.62,0,1,4,0.6529647058823529,1920000.0,0.6229445214979196,0.6316941117764471,8,1,0.6096901072705603,16,3.4
0.642892561983471,0.6450812407680946,340000,0.48,1,1,2,0.6316076294277929,1632000.0,0.6229445214979196,0.6316941117764471,8,1,0.6096901072705603,16,4.0
0.6283076499724821,0.6424410774410774,240000,0.69,0,1,1,0.6527027027027027,480000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,23,3.5
0.6624693312227938,0.6424617067833699,370000,0.72,0,1,2,0.6316076294277929,1110000.0,0.6229445214979196,0.6316941117764471,4,1,0.6934342379958246,22,4.4
0.642892561983471,0.6486604361370716,315000,0.53,1,1,5,0.6648657718120805,3150000.0,0.6229445214979196,0.6316941117764471,10,0,0.6096901072705603,17,3.5
0.6624693312227938,0.6486604361370716,265000,0.7,1,1,3,0.6648657718120805,1590000.0,0.6229445214979196,0.6533140120967742,6,0,0.6096901072705603,17,4.0
0.6283076499724821,0.6450812407680946,180000,0.56,0,1,1,0.6529647058823529,270000.0,0.6229445214979196,0.6533140120967742,2,0,0.6290040222179659,18,4.0
0.6283076499724821,0.6410555946516538,450000,0.66,1,1,2,0.6648657718120805,1800000.0,0.6229445214979196,0.6533140120967742,4,0,0.6290040222179659,15,4.4
0.642892561983471,0.6424617067833699,320000,0.69,1,1,2,0.6648657718120805,1536000.0,0.6229445214979196,0.6533140120967742,6,0,0.6290040222179659,19,3.6
0.6624693312227938,0.6424410774410774,150000,0.62,1,1,2,0.6043130990415335,720000.0,0.6229445214979196,0.6316941117764471,8,0,0.6290040222179659,15,4.6
0.6624693312227938,0.6424617067833699,230000,0.7,0,1,2,0.6434829059829059,690000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,22,3.3
0.6283076499724821,0.6410555946516538,240000,0.63,1,1,3,0.6529647058823529,1440000.0,0.6229445214979196,0.6316941117764471,6,1,0.6290040222179659,15,3.6
0.6283076499724821,0.6424617067833699,160000,0.64,1,1,1,0.6295285359801489,320000.0,0.6229445214979196,0.6533140120967742,2,0,0.6290040222179659,17,3.4
0.6624693312227938,0.6450812407680946,180000,0.7,1,1,1,0.6295285359801489,432000.0,0.6229445214979196,0.6316941117764471,4,1,0.6934342379958246,24,3.2
0.6283076499724821,0.6424410774410774,140000,0.58,1,1,1,0.6527027027027027,210000.0,0.6229445214979196,0.6533140120967742,2,0,0.6290040222179659,19,4.5
0.6283076499724821,0.6410555946516538,400000,0.67,1,1,2,0.6648657718120805,1600000.0,0.6229445214979196,0.6533140120967742,4,0,0.6290040222179659,16,4.6
0.642892561983471,0.6423543689320388,155000,0.64,1,1,2,0.6434829059829059,465000.0,0.6229445214979196,0.6316941117764471,4,0,0.6096901072705603,18,4.0
0.642892561983471,0.6410555946516538,260000,0.68,0,1,1,0.6443196544276458,390000.0,0.6229445214979196,0.6533140120967742,2,1,0.6290040222179659,19,4.0
0.6283076499724821,0.6424617067833699,420000,0.63,1,1,4,0.6316076294277929,3024000.0,0.6229445214979196,0.6533140120967742,8,0,0.6290040222179659,15,3.4
0.642892561983471,0.6486604361370716,165000,0.63,1,1,2,0.6185750636132316,495000.0,0.6229445214979196,0.6533140120967742,6,0,0.6290040222179659,15,3.9
0.642892561983471,0.644056603773585,260000,0.69,0,1,2,0.6185750636132316,1040000.0,0.6229445214979196,0.6316941117764471,4,0,0.6934342379958246,24,4.0
0.6283076499724821,0.644056603773585,200000,0.64,1,1,1,0.6246534653465347,300000.0,0.6229445214979196,0.6316941117764471,2,0,0.6290040222179659,19,4.0
0.6624693312227938,0.6424617067833699,370000,0.68,1,1,0,0.6648657718120805,370000.0,0.6229445214979196,0.6316941117764471,2,0,0.6290040222179659,18,3.0
0.6624693312227938,0.6410555946516538,320000,0.55,1,1,3,0.661505376344086,1920000.0,0.6229445214979196,0.6316941117764471,8,1,0.6290040222179659,15,3.3
0.6283076499724821,0.6486604361370716,415000,0.64,1,1,0,0.6316076294277929,415000.0,0.6229445214979196,0.6316941117764471,2,1,0.6290040222179659,19,4.0
0.6624693312227938,0.6424410774410774,260000,0.66,1,1,1,0.6434829059829059,624000.0,0.6229445214979196,0.6316941117764471,4,1,0.6290040222179659,17,3.4
0.642892561983471,0.6369180327868852,200000,0.8,0,0,2,0.6527027027027027,0.0,0.8219895287958116,0.6316941117764471,4,0,0.6934342379958246,23,3.6
0.6283076499724821,0.6450812407680946,340000,0.67,1,1,2,0.6648657718120805,1020000.0,0.6229445214979196,0.6533140120967742,6,0,0.6290040222179659,16,3.9
0.6624693312227938,0.6369180327868852,160000,0.54,1,1,4,0.6185750636132316,1152000.0,0.6229445214979196,0.6533140120967742,8,0,0.6290040222179659,18,3.1
0.6283076499724821,0.6424410774410774,400000,0.69,1,1,1,0.6316076294277929,800000.0,0.6229445214979196,0.6533140120967742,2,1,0.6934342379958246,20,4.0
